Restaurant name,Restaurants url,Address,bhdlf,Cuisines,xnmdg,bhdlf2,xnmdg3,no. of review,bhpnc,review URL,Review 1,Review food 1,ewmdv_URL5,Review 2,Review food 2,Latlng
77. The Ramen Stall,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8507071-Reviews-The_Ramen_Stall-Singapore.html,787 North Bridge Road|Singapore 198755 Singapore,Open Now,Japanese|Sushi,Open Now,$$ - $$$,Japanese|Sushi,470 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8507071-r775911641-The_Ramen_Stall-Singapore.html,“The Ramen Stall - superb halal chill ou...”,Ramen,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8507071-r774125176-The_Ramen_Stall-Singapore.html,“Great halal option for ramen lovers!”,ramen,1.30393655326181|103.859945241917
78. Beach Road Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11946858-Reviews-Beach_Road_Kitchen-Singapore.html,30 Beach Road|Access Via Nicoll Highway JW Marriott Hotel Singapore South Beach|Singapore 189763 Singapore,Closed Now,Seafood|International,Seafood|International,$$ - $$$,$$ - $$$,"1,250 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d11946858-r827832197-Beach_Road_Kitchen-Singapore.html,“Special thanks to Mr Ali|Mr Michael|Ms Kendy and kudos to the rest of the t...”,Special thanks,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d11946858-r821751563-Beach_Road_Kitchen-Singapore.html,“Service was warm and genuine|and the grilled fish was definitely worth the w...”,grilled fish,1.29465290739595|103.855516049506
79. MONTI,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11829379-Reviews-MONTI-Singapore.html,Monti at 1-Pavilion|82 Collyer Quay Monti At The Fullerton Pavilion|Singapore 049327 Singapore,Closes in 7 min,Italian,Italian,$$$$,$$$$,620 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d11829379-r825568690-MONTI-Singapore.html,“We had beef tartare|egg plant parmagiana|lobster ravioli|prime ribeye and...”,lobster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d11829379-r771594854-MONTI-Singapore.html,“Monti is an Italian restaurant nestled literally in the bay area of Singapore...”,an Italian restaurant,1.28462479102767|103.854041914907
80. The Line,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d781864-Reviews-The_Line-Singapore.html,22 Orange Grove Road Shangri-La Hotel Tower Wing|Lower Lobby|Singapore 258350 Singapore,Closed Now,Seafood|Asian,Seafood|Asian,$$ - $$$,$$ - $$$,"3,091 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d781864-r831007201-The_Line-Singapore.html,“... was soft snow crab was delicious de...”,crab,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d781864-r819234188-The_Line-Singapore.html,“... like the yummy local delight - laksa.”,laksa,1.3112474084414|103.826756760766
Katachi Style Sushi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18894884-Reviews-Katachi_Style_Sushi-Singapore.html,15 Stamford Road The Capitol Kempinski Hotel Singapore #01-82 Capitol Kempinski|Singapore 178906 Singapore,Closed Now,Japanese|Sushi,Japanese|Sushi,$$ - $$$,$$ - $$$,23 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d18894884-r776108009-Katachi_Style_Sushi-Singapore.html,“Excellent Sushi and Sashimi - good valu...”,Sashimi,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d18894884-r827509558-Katachi_Style_Sushi-Singapore.html,“Sashimi and omakase deals very worth an...”,Sashimi,1.29365601887641|103.851601014895
81. Joie by Dozo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7596985-Reviews-Joie_by_Dozo-Singapore.html,181 Orchard Road Orchard Central #12-01 Orchard Central|Singapore 238896 Singapore,Open Now,Asian,Open Now,$$$$,Asian,315 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7596985-r699647721-Joie_by_Dozo-Singapore.html,“Dishes are highly creative (eg carrots made to resemble smoked salmon) and ar...”,salmon,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7596985-r686317306-Joie_by_Dozo-Singapore.html,“It feels like salmon and paired with sea grapes|a kind of algae|I taste the...”,salmon,1.30072350356704|103.839692368177
82. Elixir Boutique Roasters,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17791963-Reviews-Elixir_Boutique_Roasters-Singapore.html,10 Jalan Serene|#01-03A Serene Centre|Singapore 258748 Singapore,Open Now,Café|Vegetarian,Open Now,$$ - $$$,Cafe,121 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17791963-r749993644-Elixir_Boutique_Roasters-Singapore.html,“I tried the Duck Cassoulet and it tastes absolutely amazing|I would totally...”,Duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17791963-r731482997-Elixir_Boutique_Roasters-Singapore.html,“Carbonara w Onsen Egg & Mocha”,Mocha,1.3225953918961|103.813698681482
83. Odette,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8800546-Reviews-Odette-Singapore.html,1 St. Andrew's Road #01-04 National Gallery Singapore National Gallery Singapore|Singapore 178957 Singapore,Closed Now,French|European,French|European,$$$$,$$$$,449 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8800546-r750390545-Odette-Singapore.html,“From the Amuse Bouche right down to the coffee|every course was impeccable!”,Amuse Bouche,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8800546-r715882984-Odette-Singapore.html,“I too had the 8 course tasting menu and it was a delight.”,course tasting menu,1.29065533812994|103.851708013559
84. LAVO Italian Restaurant & Rooftop Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13402250-Reviews-LAVO_Italian_Restaurant_Rooftop_Bar-Singapore.html,"10 Bayfront Avenue Marina Bay Sands Marina Bay Sands,|Singapore 018956 Singapore",Open Now,Italian|European,Open Now,$$$$,Italian|European,"1,564 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13402250-r796351439-LAVO_Italian_Restaurant_Rooftop_Bar-Singapore.html,“... had gone wrong to what I ate and found out about the “OYSTER and STEAK”.”,OYSTER,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13402250-r672803844-LAVO_Italian_Restaurant_Rooftop_Bar-Singapore.html,“oyster was sweet and fresh.”,oyster,1.28257452719679|103.858562162091
85. Crossroads,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d785035-Reviews-Crossroads-Singapore.html,320 Orchard Road Singapore Marriott Tang Plaza Hotel Singapore Marriott Tang Plaza Hotel|Singapore 238865 Singapore,Open Now,Cafe,Open Now,$$ - $$$,Cafe,"1,137 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d785035-r824974212-Crossroads-Singapore.html,“Perfect Weekend Brunch”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d785035-r818373012-Crossroads-Singapore.html,“Adios Crossroads Cafe”,,1.30502230772638|103.832874073917
Guo Fu Steamboat,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421256-Reviews-Guo_Fu_Steamboat-Singapore.html,20 Cross Street China Square Central #01-31/32/33 Cross Street Exchange|Singapore 048422 Singapore,Open Now,Chinese|Asian,Open Now,$$ - $$$,Chinese|Asian,42 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5421256-r829654891-Guo_Fu_Steamboat-Singapore.html,“Love their special beef and xiao long bao!”,bao,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5421256-r675179489-Guo_Fu_Steamboat-Singapore.html,“Value for money if you are seeking buffet Mala Hotpot in Singapore.”,Singapore,1.28377015953588|103.847418081421
86. MTR Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4304406-Reviews-MTR_Singapore-Singapore.html,438 Serangoon Road Opposite Sri Srinivasa Perumal Temple|Singapore 218133 Singapore,Closes in 7 min,Indian|Healthy,Indian|Healthy,$$ - $$$,$$ - $$$,"1,699 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4304406-r811148469-MTR_Singapore-Singapore.html,“Crispy|Savoury|Melt-in-your mouth Dosa!”,Dosa,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4304406-r759695479-MTR_Singapore-Singapore.html,“Great Indian vegetarian restaurant!”,vegetarian,1.31291153069034|103.856514422473
87. Yan Ting,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1173585-Reviews-Yan_Ting-Singapore.html,29 Tanglin Road St. Regis Hotel Singapore The St. Regis Singapore level 1U|Singapore 247911 Singapore,Closed Now,Chinese|Asian,Chinese|Asian,$$$$,$$$$,690 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1173585-r807727485-Yan_Ting-Singapore.html,“The duck and rice were graciously portioned out for us.”,duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1173585-r782266787-Yan_Ting-Singapore.html,“The Peking Duck XO Sauce mee sua recommended by the friendly and witty Karen...”,Peking Duck,1.3056959989812|103.826075597247
88. 665°F,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13167102-Reviews-665_F-Singapore.html,5 Fraser Street Andaz Singapore Level 38|Singapore 189354 Singapore,Closed Now,Steakhouse,Steakhouse,$$$$,$$$$,277 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13167102-r826986899-665_F-Singapore.html,“... enjoyed her meal as she ate most of her kingfisher salmon and mash potato.”,salmon,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13167102-r826251761-665_F-Singapore.html,“We especially loved the lamb.”,lamb,1.29915739776463|103.858020324447
89. Greenleaf Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8758019-Reviews-Greenleaf_Cafe-Singapore.html,43|Cuff Road|Singapore 209753 Singapore,Open Now,Indian|Asian,Open Now,$,Indian|Asian,167 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8758019-r803093200-Greenleaf_Cafe-Singapore.html,“Best south Indian thali in SG at the pr...”,thali,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8758019-r723183951-Greenleaf_Cafe-Singapore.html,“Extodinary take on Traditional Food”,Traditional Food,1.30708428628534|103.853510891265
90. Enjoy Eating House and Bar @ Stevens,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23013023-Reviews-Enjoy_Eating_House_and_Bar_Stevens-Singapore.html,30 Stevens Road #01-07|Singapore 257840 Singapore,Open Now,Chinese|Asian,Open Now,$$ - $$$,Chinese|Asian,79 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d23013023-r781838110-Enjoy_Eating_House_and_Bar_Stevens-Singapore.html,“Tender Satay!”,Satay,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d23013023-r787999359-Enjoy_Eating_House_and_Bar_Stevens-Singapore.html,“The chilli prawns with mantou and the Pitan Tofu were THE BEST ?? The staff w...”,Tofu,1.31386945443377|103.828606363886
Waterfall Ristorante Italiano,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3952172-Reviews-Waterfall_Ristorante_Italiano-Singapore.html,22 Orange Grove Road Shangri-La Hotel Garden Wing|Shangri-La Hotel|Singapore 258350 Singapore,Closed Now,Italian|Mediterranean,Italian|Mediterranean,$$ - $$$,$$ - $$$,"1,093 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3952172-r816365812-Waterfall_Ristorante_Italiano-Singapore.html,"“... been to Italy before ,desserts tiramisu was finger licking good |the ser...”",tiramisu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3952172-r781300727-Waterfall_Ristorante_Italiano-Singapore.html,“i love carbonara”,carbonara,1.3112474084414|103.826756760766
Red Sparrow,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13958454-Reviews-Red_Sparrow-Singapore.html,Blk 11 Dempsey Road #01-18|Singapore 249673 Singapore,Closes in 6 min,Asian|Vietnamese,Asian|Vietnamese,$$ - $$$,$$ - $$$,371 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13958454-r772995656-Red_Sparrow-Singapore.html,“Great Food |especially the papaya salad comes with big grilled prawns .”,prawns,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13958454-r770086209-Red_Sparrow-Singapore.html,“We just had some amazing summer rolls and pho at Red Sparrow.Would definitely...”,pho,1.3041197981505|103.810112601727
91. Peach Blossoms,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1007702-Reviews-Peach_Blossoms-Singapore.html,6 Raffles Boulevard Level 5 Marina Square|Singapore 039594 Singapore,Closes in 6 min,Chinese|Asian,Chinese|Asian,$$$$,$$$$,620 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1007702-r814561452-Peach_Blossoms-Singapore.html,“... of the lobster very much like a lob...”,lobster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1007702-r727178386-Peach_Blossoms-Singapore.html,"“... rice with fish roe was great ,and t...”",roe,1.29098168416984|103.857647591675
92. Astor Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3570312-Reviews-Astor_Bar-Singapore.html,29 Tanglin Road St. Regis Hotel Singapore The St. Regis Singapore level 1|Singapore 247911 Singapore,Opens in 6 min,Bar|Wine Bar,Opens in 6 min,$$$$,Bar|Wine Bar,234 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3570312-r823601021-Astor_Bar-Singapore.html,“Drinks are strong!”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3570312-r817611069-Astor_Bar-Singapore.html,“Cosy place”,,1.3056959989812|103.826075597247
93. Grissini,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10859546-Reviews-Grissini-Singapore.html,392 Havelock Road Grand Copthorne Waterfront Level 1 Grand Copthorne Waterfront Hotel|Singapore 169663 Singapore,Closed Now,Italian|Japanese,Italian|Japanese,$$ - $$$,$$ - $$$,266 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d10859546-r770316994-Grissini-Singapore.html,“$9.90 lobster/Oyster Promo”,Oyster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d10859546-r774990169-Grissini-Singapore.html,“Everything was great and I can’t get enough of their Irish Oysters and the Tr...”,Oysters,1.29028193417518|103.835147954372
94. Le Noir Bar & Lounge,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18190065-Reviews-Le_Noir_Bar_Lounge-Singapore.html,2 Bayfront Avenue #01-84 Marina Bay Sands The Shoppes at Marina Bay Sands|Singapore 018972 Singapore,Open Now,International|Bar,Open Now,$$ - $$$,International|Bar,155 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d18190065-r826191319-Le_Noir_Bar_Lounge-Singapore.html,“Amazing after work drinks or appertivo...”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d18190065-r812199268-Le_Noir_Bar_Lounge-Singapore.html,“Great atmosphere but miss the live bands”,,1.28332249857386|103.857629111139
95. G7 Sin Ma Live Seafood Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d806645-Reviews-G7_Sin_Ma_Live_Seafood_Restaurant-Singapore.html,161|163 Geylang Road Lorong 3|#01-01/02|Singapore 389240 Singapore,Opens in 6 min,Chinese|Seafood,Opens in 6 min,$$ - $$$,Chinese|Seafood,398 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d806645-r820937936-G7_Sin_Ma_Live_Seafood_Restaurant-Singapore.html,“. Fresh frog legs and tofu.”,tofu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d806645-r808862750-G7_Sin_Ma_Live_Seafood_Restaurant-Singapore.html,“... to go for their signature dishes....”,signature,1.31162588266303|103.874546196331
L'eclair Patisserie,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17705094-Reviews-L_eclair_Patisserie-Singapore.html,78 Airport Boulevard 01-235 Jewel Changi Airport|Singapore 819666 Singapore,Open Now,French|Asian,Open Now,$$ - $$$,French|Asian,6 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17705094-r777411546-L_eclair_Patisserie-Singapore.html,“Unique éclairs for thé family”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d17705094-r775831683-L_eclair_Patisserie-Singapore.html,“A TRUE PATISSERIE indeed..!!!”,,1.36023106736765|103.989457201894
96. Yardbird Southern Table & Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12611519-Reviews-Yardbird_Southern_Table_Bar-Singapore.html,2 Bayfront Avenue Marina Bay Sands B1-07|L1-82 The Shoppes|Marina Bay Sands|Singapore 018972 Singapore,Open Now,American|Bar,Open Now,$$ - $$$,American|Bar,782 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12611519-r825712622-Yardbird_Southern_Table_Bar-Singapore.html,“The shrimp and grits|brussel sprouts|and the drinks are my favorites!”,shrimp and grits,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12611519-r813025374-Yardbird_Southern_Table_Bar-Singapore.html,“The Shrimp and Grits was amazing.”,Shrimp and Grits,1.28332249857386|103.857629111139
97. BAKALAKI Greek Taverna,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12489846-Reviews-BAKALAKI_Greek_Taverna-Singapore.html,3 Seng Poh Road Green World|Singapore 168891 Singapore,Closed Now,Mediterranean|Greek,Mediterranean|Greek,$$ - $$$,$$ - $$$,792 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12489846-r809527122-BAKALAKI_Greek_Taverna-Singapore.html,“I hear the lamb chops are delicious|which we will eat on on next visit with...”,lamb,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12489846-r680284689-BAKALAKI_Greek_Taverna-Singapore.html,“Excellent Greek food|loved the Moussaka”,Moussaka,1.28556034617751|103.834152079042
98. Anglo Indian Cafe & Bar|Chijmes,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14157093-Reviews-Anglo_Indian_Cafe_Bar_Chijmes-Singapore.html,30 Victoria Street Chijmes #01-13 Chijmes|Singapore 187996 Singapore,Open Now,Indian|Asian,Open Now,$$ - $$$,Indian|Asian,162 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d14157093-r829085076-Anglo_Indian_Cafe_Bar_Chijmes-Singapore.html,“We surely coming back for delicious butter chicken and mutton curry .”,curry,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d14157093-r780837417-Anglo_Indian_Cafe_Bar_Chijmes-Singapore.html,“An Excellent and Lively Atmosphere with Delicious Food... in both Vegetarian...”,Vegetarian,1.29559445902598|103.852159961756
99. Manhattan,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6591993-Reviews-Manhattan-Singapore.html,1 Cuscaden Road The Regent Singapore The Regent Singapore|Level 2|Singapore 249715 Singapore,Closed Now,American|Bar,American|Bar,$$$$,$$$$,343 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d6591993-r780328875-Manhattan-Singapore.html,“We like the redemption burger and the clam chowder (full of goodness!)”,burger,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d6591993-r724828511-Manhattan-Singapore.html,“Sat at the bar and ordered my staple|very very dry Tanqueray Martini.”,Sat at the bar,1.30467322841853|103.8248973649
100. Rhubarb,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7060741-Reviews-Rhubarb-Singapore.html,3 Duxton Hill|Singapore 089589 Singapore,Closed Now,French|European,French|European,$$$$,$$$$,429 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7060741-r828087797-Rhubarb-Singapore.html,“Superb Fine Dining Service”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7060741-r827804523-Rhubarb-Singapore.html,“GREAT EXPERIENCE!!”,,1.27942777394547|103.842983060546
Clinton St. Baking Company & Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9863795-Reviews-Clinton_St_Baking_Company_Restaurant-Singapore.html,31 Purvis Street|Singapore 188608 Singapore,Open Now,American|Cafe,Open Now,$$ - $$$,American|Cafe,524 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d9863795-r779227451-Clinton_St_Baking_Company_Restaurant-Singapore.html,“... (and I do!) other menu items are good too|the eggs Benedict was spot on!”,eggs Benedict,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d9863795-r714964409-Clinton_St_Baking_Company_Restaurant-Singapore.html,“Eggs Benedict and Spanish Scramble were ordered along with drinks.”,Eggs Benedict,1.29632360061568|103.855127958906
101. Shinji by Kanesaka,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1896393-Reviews-Shinji_by_Kanesaka-Singapore.html,76 Bras Basah Road Carlton Hotel Carlton Hotel|Singapore 189558 Singapore,Closes in 6 min,Japanese|Sushi,Japanese|Sushi,$$$$,$$$$,385 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1896393-r821907235-Shinji_by_Kanesaka-Singapore.html,“One of our best omakase!”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1896393-r821757362-Shinji_by_Kanesaka-Singapore.html,“Exceptional sushi at a price|in a...”,,1.2959264465239|103.852518903928
102. Anti:dote,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5980425-Reviews-Anti_dote-Singapore.html,80 Bras Basah Road Level 1|Singapore 189560 Singapore,Open Now,Bar|International,Open Now,$$ - $$$,Bar|International,431 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5980425-r822161599-Anti_dote-Singapore.html,“The assortment of food|including little sandwiches|and other sweet and savo...”,sandwiches,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5980425-r788583756-Anti_dote-Singapore.html,“Ms carol”,Ms,1.29400429821115|103.853966128792
103. Meta Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8853103-Reviews-Meta_Restaurant-Singapore.html,1 Keong Saik Road|Singapore 089109 Singapore,Closed Now,European|Asian,European|Asian,$$$$,$$$$,356 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8853103-r784163826-Meta_Restaurant-Singapore.html,“MICHELIN STAR = MICHELIN STAR EXPERIENCE”,MICHELIN STAR,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8853103-r778610571-Meta_Restaurant-Singapore.html,“... setting with asian fusion innovation”,fusion,1.27891832141462|103.841421971652
104. Prego,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d795050-Reviews-Prego-Singapore.html,80 Bras Basah Road Level 1|Singapore 189560 Singapore,Open Now,Italian|Pizza,Open Now,$$ - $$$,Italian|Pizza,577 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d795050-r822524047-Prego-Singapore.html,“Compliments to the Chef & team for very delicious pizza|pasta|calamari and...”,pizza,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d795050-r784463437-Prego-Singapore.html,“Yummy food|good service|great tiramisu”,tiramisu,1.29400429821115|103.853966128792
105. Mott 32,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d20372281-Reviews-Mott_32-Singapore.html,2 Bayfront Avenue B1-42-44|Galleria Level|The Shoppes at Marina Bay Sands|Singapore 018958 Singapore,Open Now,Chinese|Contemporary,Open Now,$$$$,Chinese|Contemporary,174 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d20372281-r832324059-Mott_32-Singapore.html,“Stunning|gorgeous place”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d20372281-r832319569-Mott_32-Singapore.html,“friendly and efficient service”,,1.28423496027027|103.85898228297
Shang Palace,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d797464-Reviews-Shang_Palace-Singapore.html,22 Orange Grove Road Shangri-La Hotel Tower Wing|Lobby Level|Singapore 258350 Singapore,Closed Now,Chinese|Asian,Chinese|Asian,$$$$,$$$$,506 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d797464-r830489877-Shang_Palace-Singapore.html,“... ambiance Excellent service Peking duck|bird nest soup|… and many other ...”,Peking duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d797464-r820003279-Shang_Palace-Singapore.html,“The lobster broth rice|goose and the cod fish with egg white were our favori...”,lobster,1.3112474084414|103.826756760766
106. Vatan Se,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8056412-Reviews-Vatan_Se-Singapore.html,368 Tanjong Katong Road|Singapore 437125 Singapore,Open Now,Indian|Asian,Open Now,$$ - $$$,Indian|Asian,189 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8056412-r780415745-Vatan_Se-Singapore.html,“I highly recommend Vatan Se|a rustic and traditional Indian restaurant.”,Indian,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8056412-r781249407-Vatan_Se-Singapore.html,“We order butter chicken and daal makhani it feel like outstanding same like i...”,butter chicken,1.30293161004963|103.896723163601
107. JAAN by Kirk Westaway,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d807776-Reviews-JAAN_by_Kirk_Westaway-Singapore.html,2 Stamford Road Level 70|Swissotel The Stamford|Singapore 178882 Singapore,Closed Now,British|Contemporary,British|Contemporary,$$$$,$$$$,765 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d807776-r686657173-JAAN_by_Kirk_Westaway-Singapore.html,“Especially Majestic Irish Oyster & Kavi...”,Oyster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d807776-r784626688-JAAN_by_Kirk_Westaway-Singapore.html,“... didn't enjoy oysters|and I was als...”,oysters,1.29331109246834|103.853382475099
108. PS.Cafe at Palais Renaissance,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5429864-Reviews-PS_Cafe_at_Palais_Renaissance-Singapore.html,390 Orchard Road Palais Renaissance|Singapore 238871 Singapore,Open Now,Cafe|Singaporean,Open Now,$$ - $$$,Cafe|Singaporean,400 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5429864-r823205721-PS_Cafe_at_Palais_Renaissance-Singapore.html,“Ordered club sandwiches|special seafood mee goreng|roast chicken pasta (wan...”,pasta,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d5429864-r813096255-PS_Cafe_at_Palais_Renaissance-Singapore.html,“With generous portions of prawn|crab meat and fishcake|I slurped the laksa...”,laksa,1.30665484543191|103.829588045188
109. PIPES by HATTENDO,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12257355-Reviews-PIPES_by_HATTENDO-Singapore.html,331 New Bridge Road Dorsett Residences Dorsett Residences #01-02|Singapore 078884 Singapore,Open Now,Japanese|Bar,Open Now,$$ - $$$,Japanese|Bar,109 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12257355-r797744015-PIPES_by_HATTENDO-Singapore.html,“... was nicely balanced such that the oyster still remains the star of the dish.”,oyster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12257355-r796380736-PIPES_by_HATTENDO-Singapore.html,“Recommend the tonkatsu sando and fried oysters!”,fried oysters,1.27679934512004|103.845460373051
