Name,Url,Cuisines,Review_no,Price_range,Address,Phone_no.,Operating_hours,Rating,Image_url,Area,Latlng
Diandin Leluk,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d806622-Reviews-Diandin_Leluk-Singapore.html,"Asian,Thai,Vegetarian Friendly",105,$$,"5001 Beach Road Golden Mile Complex Golden Mile Complex, Singapore 199588",6562935101,"{""Sunday"":[""0000-2359""],""Monday"":[""0000-2359""],""Tuesday"":[""0000-2359""],""Wednesday"":[""0000-2359""],""Thursday"":[""0000-2359""],""Friday"":[""0000-2359""],""Saturday"":[""0000-2359""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/13/31/b5/43/yemek-baharatli.jpg,Golden Mile,"1.3027512163519,103.865163649543"
Muthu's Curry - Little India,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425488-Reviews-Muthu_s_Curry_Little_India-Singapore.html,"Indian,Asian,Vegetarian Friendly",433,$$,"138 Race Course Road Race Course 138 #01-01, Singapore 218591",6563921722,"{""Sunday"":[""1030-2230""],""Monday"":[""1030-2230""],""Tuesday"":[""1030-2230""],""Wednesday"":[""1030-2230""],""Thursday"":[""1030-2230""],""Friday"":[""1030-2230""],""Saturday"":[""1030-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/17/42/82/00/main-outlet.jpg,Little India,"1.30981878209749,103.852299645522"
Meatsmith Little India,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13358164-Reviews-Meatsmith_Little_India-Singapore.html,"Indian,Barbecue",70,$$,"21 Campbell Lane, Singapore 209894",6596259056,"{""Sunday"":[""1130-2330""],""Monday"":[""1700-2330""],""Tuesday"":[""1700-2330""],""Wednesday"":[""1700-2330""],""Thursday"":[""1700-2330""],""Friday"":[""1700-2330""],""Saturday"":[""1130-2330""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/13/49/a4/41/photo4jpg.jpg,Little India,"1.30550202729198,103.85247850871"
The Singapura Club - Little India,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17763240-Reviews-The_Singapura_Club_Little_India-Singapore.html,"Indian,Bar,Pub",31,$$,"102 Dunlop Street, Singapore 209421",6569573369,"{""Sunday"":[""1100-2359""],""Monday"":[""1100-2359""],""Tuesday"":[""1100-2359""],""Wednesday"":[""1100-2359""],""Thursday"":[""1100-2359""],""Friday"":[""1100-2359""],""Saturday"":[""1100-2359""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/7b/0b/35/beautiful-and-quaint.jpg,Little India,"1.30579069079854,103.85289575058"
Honzen Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3625130-Reviews-Honzen_Cafe-Singapore.html,"Chinese,Vegetarian Friendly",6,$$,"470 North Bridge Road Bugis Cube Near City Square Mall and Farrer Park MRT Station, Singapore 188735",6563330478,"{""Sunday"":[""1100-1430"",""1730-2130""],""Monday"":[],""Tuesday"":[""1100-1430"",""1730-2130""],""Wednesday"":[""1100-1430"",""1730-2130""],""Thursday"":[""1100-1430"",""1730-2130""],""Friday"":[""1100-1430"",""1730-2130""],""Saturday"":[""1100-1430"",""1730-2130""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/05/4c/38/d8/honzen-cafe.jpg,Farrer Park,"1.2981408343975,103.855635339249"
River Walk Tandur,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4128591-Reviews-River_Walk_Tandur-Singapore.html,"Indian,Asian,Vegetarian Friendly",19,$$,"677 Rangoon Rd, Singapore 210677",6562910275,"{""Sunday"":[""1130-2100""],""Monday"":[""1130-2100""],""Tuesday"":[""1130-2100""],""Wednesday"":[""1130-2100""],""Thursday"":[""1130-2100""],""Friday"":[""1130-2100""],""Saturday"":[""1130-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0f/80/a8/f6/river-walk-tandur.jpg,Farrer Park,"1.31252896906352,103.855137853723"
Old Hen Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12799889-Reviews-Old_Hen_Kitchen-Singapore.html,"Quick Bites,Cafe,Vegetarian Friendly",28,$$,"127 Owen Road, Singapore 218931",6562910632,"{""Sunday"":[""1100-2200""],""Monday"":[""1100-2200""],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""1100-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/10/59/a8/d4/photo0jpg.jpg,Farrer Park,"1.31399749364628,103.852566258618"
Enjoy Eating House and Bar @ Jln Besar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15840049-Reviews-Enjoy_Eating_House_and_Bar_Jln_Besar-Singapore.html,"Chinese,Bar,Asian",95,$$,"383 Jalan Besar Kam Leng Hotel Inside Kam Leng Hotel, Singapore 209001",6592991601,"{""Sunday"":[""1100-2300""],""Monday"":[""1100-2300""],""Tuesday"":[""1100-2300""],""Wednesday"":[""1100-2300""],""Thursday"":[""1100-2300""],""Friday"":[""1100-2300""],""Saturday"":[""1100-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/17/14/c6/4d/singapore-style-chilli.jpg,Jalan Besar,"1.31322432503396,103.859699504355"
The 1925 Brewing Co. Joo Chiat,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6778564-Reviews-The_1925_Brewing_Co_Joo_Chiat-Singapore.html,"Chinese,Bar,Grill",97,$$,"261 Joo Chiat Road, Singapore 427515",6569091425,"{""Sunday"":[""1600-2359""],""Monday"":[""1100-1500"",""1600-2359""],""Tuesday"":[""1100-1500"",""1600-2359""],""Wednesday"":[""1100-1500"",""1600-2359""],""Thursday"":[""1100-1500"",""1600-2359""],""Friday"":[""1100-1500"",""1600-2359""],""Saturday"":[""1600-2359""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/1c/ff/56/the-1925-brewing-co-joo.jpg,Jalan Besar,"1.31052110248221,103.901732823968"
The Bravery Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421302-Reviews-The_Bravery_Cafe-Singapore.html,"Cafe,Vegetarian Friendly",62,$$,"66 Horne Rd, Singapore 209073",6562254387,"{""Sunday"":[""0800-2000""],""Monday"":[""0900-1700""],""Tuesday"":[""0900-1700""],""Wednesday"":[""0900-1700""],""Thursday"":[""0900-1700""],""Friday"":[""0900-1700""],""Saturday"":[""0800-2000""]}",4,https://media-cdn.tripadvisor.com/media/photo-p/09/c6/fc/bc/photo6jpg.jpg,Lavender,"1.31031433054132,103.861195279327"
Petite Menu,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4410029-Reviews-Petite_Menu-Singapore.html,Asian,30,$$,"139 Lavender Street Aqueen Hotel - Lavender, Singapore 338739",6563957782,"{""Sunday"":[""0700-2300""],""Monday"":[""0700-2300""],""Tuesday"":[""0700-2300""],""Wednesday"":[""0700-2300""],""Thursday"":[""0700-2300""],""Friday"":[""0700-2300""],""Saturday"":[""0700-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/03/df/a0/de/getlstd-property-photo.jpg,Lavender,"1.31234470335169,103.861185771036"
The Curry Culture,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3512529-Reviews-The_Curry_Culture-Singapore.html,"Indian,Asian,Vegetarian Friendly",1083,$$,"31 Cuppage Road Cuppage Terrace Cuppage Rd, Singapore 229457",6562356133,"{""Sunday"":[""1145-1430"",""1700-2230""],""Monday"":[""1145-1430"",""1700-2230""],""Tuesday"":[""1145-1430"",""1700-2230""],""Wednesday"":[""1145-1430"",""1700-2230""],""Thursday"":[""1145-1430"",""1700-2230""],""Friday"":[""1145-1430"",""1700-2230""],""Saturday"":[""1145-1430"",""1700-2230""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/02/f6/25/f2/the-curry-culture.jpg,Orchard,"1.30210264135418,103.840271861149"
Saizeriya Orchard Gateway,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7171152-Reviews-Saizeriya_Orchard_Gateway-Singapore.html,"Italian,Pizza,Vegetarian Friendly",63,$,"277 Orchard Road Orchard Gateway #B2-11 Orchard Gateway, Singapore 238858",6567024451,"{""Sunday"":[""1000-2100""],""Monday"":[""1000-2100""],""Tuesday"":[""1000-2100""],""Wednesday"":[""1000-2100""],""Thursday"":[""1000-2100""],""Friday"":[""1000-2100""],""Saturday"":[""1000-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0c/a2/6e/76/hamburg-steak.jpg,Orchard,"1.30048912114759,103.839325098352"
The Orchard Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430844-Reviews-The_Orchard_Cafe-Singapore.html,"Cafe,International,Asian",398,$$,"442 Orchard Road Orchard Hotel Singapore Lobby Level Orchard Hotel, Singapore 238879",6567396565,"{""Sunday"":[""1130-1430"",""1800-2200""],""Monday"":[""1130-1430"",""1800-2200""],""Tuesday"":[""1130-1430"",""1800-2200""],""Wednesday"":[""1130-1430"",""1800-2200""],""Thursday"":[""1130-1430"",""1800-2200""],""Friday"":[""1130-1430"",""1800-2200""],""Saturday"":[""1130-1430"",""1800-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-p/22/3b/fd/a4/raising-the-bar-on-buffets.jpg,Orchard,"1.30766860940267,103.828164396352"
Kith Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12179968-Reviews-Kith_Cafe-Singapore.html,"International,Vegetarian Friendly",64,$$,"11 Cairnhill Road Ascott Orchard Singapore #01-01, Singapore 229724",,"{""Sunday"":[""0630-2200""],""Monday"":[""0630-2200""],""Tuesday"":[""0630-2200""],""Wednesday"":[""0630-2200""],""Thursday"":[""0630-2200""],""Friday"":[""0630-2200""],""Saturday"":[""0630-2200""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/0e/a2/02/b4/img-20170311-125852-largejpg.jpg,Cairnhill,"1.30397593204516,103.837164410455"
Tanoshii,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17425948-Reviews-Tanoshii-Singapore.html,"Japanese,Asian",20,$$$,"56 Cairnhill Road The Light @ Cairnhill public car parks available at Anthony Road or next to the Arts Fission Company, Singapore 229667",6562193482,"{""Sunday"":[""0530-2300""],""Monday"":[""0530-2300""],""Tuesday"":[""0530-2300""],""Wednesday"":[""0530-2300""],""Thursday"":[""0530-2300""],""Friday"":[""0530-2300""],""Saturday"":[""0530-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1a/ae/9a/88/tanoshii.jpg,Cairnhill,"1.30617829634046,103.83787991233"
"River Valley Restaurant
",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7345284-Reviews-River_Valley_Restaurant-Singapore.html,"Indian,Vegetarian Friendly,Vegan Options",29,$$,"417 River Valley Road #417, Singapore 248316",6562350553,"{""Sunday"":[""1100-2300""],""Monday"":[""1100-2300""],""Tuesday"":[""1100-2300""],""Wednesday"":[""1100-2300""],""Thursday"":[""1100-2300""],""Friday"":[""1130-0200""],""Saturday"":[""1130-0200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/07/1b/38/be/kurry-korner.jpg,River Valley,"1.29518853283912,103.829692267218"
Spize @ River Valley,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d794053-Reviews-Spize_River_Valley-Singapore.html,"Mediterranean,Asian,Vegetarian Friendly",376,$$,"409 River Valley Road, Singapore 248307",6563377493,"{""Sunday"":[""1100-0500""],""Monday"":[""1100-0500""],""Tuesday"":[""1100-0500""],""Wednesday"":[""1100-0500""],""Thursday"":[""1100-0500""],""Friday"":[""1100-0500""],""Saturday"":[""1100-0500""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/db/a5/a2/alfresco-area-with-view.jpg,River Valley,"1.29527569827119,103.829949523875"
Five Star Hainanese Chicken Rice (River Valley),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1233380-Reviews-Five_Star_Hainanese_Chicken_Rice_River_Valley-Singapore.html,"Chinese,Asian,Singaporean",72,$$,"419 River Valley Road, Singapore 248318",6562356760,"{""Sunday"":[""1100-0200""],""Monday"":[""1100-0200""],""Tuesday"":[""1100-0200""],""Wednesday"":[""1100-0200""],""Thursday"":[""1100-0200""],""Friday"":[""1100-0200""],""Saturday"":[""1100-0200""]}",4,https://media-cdn.tripadvisor.com/media/photo-f/0a/93/b3/d1/restaurant-view.jpg,River Valley,"1.29516480146792,103.829631442311"
Nuss Bukit Timah Guild House,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6582594-Reviews-Nuss_Bukit_Timah_Guild_House-Singapore.html,European,24,$$,"1F Cluny Road, Singapore 259602",6565863260,"{""Sunday"":[""1000-2100""],""Monday"":[""1000-2100""],""Tuesday"":[""1000-2100""],""Wednesday"":[""1000-2100""],""Thursday"":[""1000-2100""],""Friday"":[""1000-2100""],""Saturday"":[""1000-2100""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/3a/7d/a7/interior-seating.jpg,Bukit Timah,"1.31897194885683,103.816161610453"
Greenwood Fish Market @Bukit Timah,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d775954-Reviews-Greenwood_Fish_Market_Bukit_Timah-Singapore.html,Seafood,380,$$,"34 Greenwood Avenue Hillcrest Park, Singapore 289236",6564674950,"{""Sunday"":[""1100-2230""],""Monday"":[""1200-2230""],""Tuesday"":[""1200-2230""],""Wednesday"":[""1200-2230""],""Thursday"":[""1200-2230""],""Friday"":[""1200-2230""],""Saturday"":[""1100-2230""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/14/18/b8/a3/34-wholesale-retail-seafood.jpg,Bukit Timah,"1.33183246511303,103.806492461663"
Boulangerie Asanoya - Bukit Timah,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8412178-Reviews-Boulangerie_Asanoya_Bukit_Timah-Singapore.html,"Bakeries,French,Japanese",3,$$,"913 Bukit Timah Road Tan Chong Motor Centre next to Tan Chong Motors, Singapore 589623",6567038713,"{""Sunday"":[""1000-2000""],""Monday"":[""1000-2000""],""Tuesday"":[""1000-2000""],""Wednesday"":[""1000-2000""],""Thursday"":[""1000-2000""],""Friday"":[""1000-2000""],""Saturday"":[""1000-2000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/08/63/3b/0f/yummy-baked-goodies.jpg,Bukit Timah,"1.33328473722755,103.788187738204"
Crystal Jade Hong Kong Kitchen (Holland Village),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d779797-Reviews-Crystal_Jade_Hong_Kong_Kitchen_Holland_Village-Singapore.html,"Chinese,Seafood,Asian",157,$$,"2 Lorong Mambong, Holland Village, Singapore 277671",6564690300,"{""Sunday"":[""0830-2200""],""Monday"":[""0830-2200""],""Tuesday"":[""0830-2300""],""Wednesday"":[""0830-2300""],""Thursday"":[""0830-2300""],""Friday"":[""0830-2300""],""Saturday"":[""0830-2300""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0a/b2/5c/3c/exterior.jpg,Holland Road,"1.31100447525253,103.795313885882"
Harry's Holland Village,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10674578-Reviews-Harry_s_Holland_Village-Singapore.html,"Bar,European,Asian",20,$$,"27 Lorong Mambong Holland Village, Singapore 277686",6563370657,"{""Sunday"":[""1130-2300""],""Monday"":[""1130-2300""],""Tuesday"":[""1130-2300""],""Wednesday"":[""1130-2300""],""Thursday"":[""1130-2300""],""Friday"":[""1130-0000""],""Saturday"":[""1130-0000""]}",3,https://media-cdn.tripadvisor.com/media/photo-s/1c/20/bd/29/harry-s-premium-lager.jpg,Holland Road,"1.31149429304121,103.794489452748"
PARK at Holland Village,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421249-Reviews-PARK_at_Holland_Village-Singapore.html,"American,Bar,Cafe",35,$$,"281 Holland Ave, Singapore 278996",6597213815,"{""Sunday"":[""1000-0000""],""Monday"":[],""Tuesday"":[""1000-0000""],""Wednesday"":[""1000-0000""],""Thursday"":[""1000-0000""],""Friday"":[""1000-0000""],""Saturday"":[""1000-0000""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/0e/98/52/6e/by-juihong-on-instagram.jpg,Holland Road,"1.31183428053099,103.795447625169"
Bariuma Tanglin,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3808023-Reviews-Bariuma_Tanglin-Singapore.html,"Japanese,Asian,Soups",63,$$,"19 Tanglin Road Tanglin Shopping Centre #b1-01/02, Singapore 247909",6568874484,"{""Sunday"":[""1100-2200""],""Monday"":[""1100-2200""],""Tuesday"":[""1100-2200""],""Wednesday"":[""1100-2200""],""Thursday"":[""1100-2200""],""Friday"":[""1100-2200""],""Saturday"":[""1100-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/08/01/8d/30/caption.jpg,Tanglin,"1.30640254147338,103.827050620793"
Tanglin Club,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856497-Reviews-Tanglin_Club-Singapore.html,"International,European,Grill",128,$$,"5 Stevens Road Tanglin Club, Singapore 257814",6566220555,"{""Sunday"":[""0700-1030""],""Monday"":[""0600-1030""],""Tuesday"":[""0600-1030""],""Wednesday"":[""0600-1030""],""Thursday"":[""0600-1030""],""Friday"":[""0600-1030""],""Saturday"":[""0700-1030""]}",4,https://media-cdn.tripadvisor.com/media/photo-f/19/75/bf/a1/tavern.jpg,Tanglin,"1.31005191268581,103.832729308276"
Eggs & Berries Tanglin,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6895732-Reviews-Eggs_Berries_Tanglin-Singapore.html,American,1,$$,"163 Tanglin Road #03-18 Tanglin Mall, Singapore 247933",6568363112,"{""Sunday"":[""0800-1600""],""Monday"":[""0800-1600""],""Tuesday"":[""0800-1600""],""Wednesday"":[""0800-1600""],""Thursday"":[""0800-1600""],""Friday"":[""0800-1600""],""Saturday"":[""0800-1600""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/06/60/a6/0a/eggs-berries-tanglin.jpg,Tanglin,"1.30485342102105,103.823883490852"
The Marmalade Pantry at Novena,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3588965-Reviews-The_Marmalade_Pantry_at_Novena-Singapore.html,"Cafe,International,Fusion",319,$$,"8 Sinaran Drive, #01-02/04 Oasia Hotel Novena, Singapore 307470",6566640348,"{""Sunday"":[""1200-2100""],""Monday"":[""1200-2100""],""Tuesday"":[""1200-2100""],""Wednesday"":[""1200-2100""],""Thursday"":[""1200-2100""],""Friday"":[""1200-2100""],""Saturday"":[""1200-2100""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1c/16/80/d1/marmalade-mac-cheese.jpg,Novena,"1.32003005012669,103.844782386745"
Udders Ice Cream Novena,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d943767-Reviews-Udders_Ice_Cream_Novena-Singapore.html,"Dessert,Cafe",75,$$,"155 Thomson Road Goldhill Plaza, Singapore 307608",6562546629,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-f/0f/12/3e/90/spacious-outlet-to-enjoy.jpg,Novena,"1.31808438321302,103.843786697098"
Real Food Cafe - Novena,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6589331-Reviews-Real_Food_Cafe_Novena-Singapore.html,"Cafe,Vegetarian Friendly,Vegan Options",49,$$,"10 Sinaran Drive Square 2 Floor 1 Unit 105 129 106, Singapore 307506",6563972289,"{""Sunday"":[""1000-2000""],""Monday"":[""1000-2100""],""Tuesday"":[""1000-2100""],""Wednesday"":[""1000-2100""],""Thursday"":[""1000-2100""],""Friday"":[""1000-2100""],""Saturday"":[""1000-2100""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/09/16/42/79/real-food-cafe-novena.jpg,Novena,"1.32044103104797,103.844192628979"
Little Part 1 Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425365-Reviews-Little_Part_1_Cafe-Singapore.html,"Bar,Pizza,Cafe",24,$$,"54 Blair Road 01-01, Singapore 089954",6569098354,"{""Sunday"":[""0900-2100""],""Monday"":[""1100-2230""],""Tuesday"":[""1100-2230""],""Wednesday"":[""1100-2230""],""Thursday"":[""1100-2230""],""Friday"":[""1100-2230""],""Saturday"":[""1100-2230""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/1b/4a/0c/e5/this-is-a-little-quaint.jpg,Thomson,"1.27592976731324,103.835660206398"
Badoque Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431108-Reviews-Badoque_Cafe-Singapore.html,"Steakhouse,Mediterranean,Asian",81,$$,"298 Bedok Road Bedok Shopping Complex Simpang Bedok, Singapore 469454",6564466928,"{""Sunday"":[""1200-2300""],""Monday"":[""1200-2300""],""Tuesday"":[""1200-2300""],""Wednesday"":[""1200-2300""],""Thursday"":[""1200-2300""],""Friday"":[""1200-2300""],""Saturday"":[""1200-2300""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/16/e6/d9/62/wagyu-steak.jpg,Thomson,"1.33151454401214,103.94861784673"
O'maJ,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5929137-Reviews-O_maJ-Singapore.html,"Steakhouse,International,Fusion",83,$$,"273 Thomson Road Novena Gardens 01-06 Novena Gardens, Singapore 307644",6582613992,"{""Sunday"":[""1130-2300""],""Monday"":[""1130-2300""],""Tuesday"":[""1130-2300""],""Wednesday"":[""1130-2300""],""Thursday"":[""1130-2300""],""Friday"":[""1130-2300""],""Saturday"":[""1130-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/19/f9/23/b0/kg-with-4-sides-kindly.jpg,Thomson,"1.3204789314891,103.841994460759"
L'eclair Patisserie,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17705094-Reviews-L_eclair_Patisserie-Singapore.html,"French,Asian,Singaporean",6,$$,"78 Airport Boulevard 01-235 Jewel Changi Airport, Singapore 819666",6569099601,"{""Sunday"":[""0900-2300""],""Monday"":[""0900-2300""],""Tuesday"":[""0900-2300""],""Wednesday"":[""0900-2300""],""Thursday"":[""0900-2300""],""Friday"":[""0900-2300""],""Saturday"":[""0900-2300""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/18/52/46/21/l-eclair-jewel-store.jpg,Toa Payoh,"1.36023106736765,103.989457201894"
The Boiler (Howard Road),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6922302-Reviews-The_Boiler_Howard_Road-Singapore.html,"Seafood,Singaporean",452,$$,"18 Howard Road Novelty Bizcentre #01-06, Singapore 369585",6566351285,"{""Sunday"":[""1200-2245""],""Monday"":[""1600-2245""],""Tuesday"":[""1600-2245""],""Wednesday"":[""1600-2245""],""Thursday"":[""1600-2245""],""Friday"":[""1600-2245""],""Saturday"":[""1200-2245""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/10/64/eb/c6/miso-dijon-salmon.jpg,Toa Payoh,"1.33421843290138,103.885796434921"
Kelly Jie Seafood (Former TPY Mellben),https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d811312-Reviews-Kelly_Jie_Seafood_Former_TPY_Mellben-Singapore.html,"Chinese,Seafood,Asian",477,$$,"Block 211 Toa Payoh Lorong 8 #01-11/15, Singapore 310211",6563533120,"{""Sunday"":[""1200-2245""],""Monday"":[""1600-2245""],""Tuesday"":[""1600-2245""],""Wednesday"":[""1600-2245""],""Thursday"":[""1600-2245""],""Friday"":[""1600-2245""],""Saturday"":[""1200-2245""]}",3.5,https://media-cdn.tripadvisor.com/media/photo-s/10/63/1a/bd/signature-claypot-crab.jpg,Toa Payoh,"1.34042178857688,103.853768900549"
SHAMIANA North Indian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9458125-Reviews-SHAMIANA_North_Indian_Restaurant-Singapore.html,"Indian,Asian,Vegetarian Friendly",46,$$,"24 Maju Avenue Serangoon Garden Estate Serangoon Garden, Singapore 556696",6562839685,"{""Sunday"":[""1130-2230""],""Monday"":[""1130-2230""],""Tuesday"":[""1130-2230""],""Wednesday"":[""1130-2230""],""Thursday"":[""1130-2230""],""Friday"":[""1130-2230""],""Saturday"":[""1130-2230""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1a/c1/8c/c6/it-s-good-family-restaurants.jpg,Serangoon,"1.36525292408198,103.865804231727"
Baci Baci,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7937301-Reviews-Baci_Baci-Singapore.html,"Italian,Vegetarian Friendly,Vegan Options",127,$$,"27 Lichfield Road Serangoon Garden Estate, Singapore 556847",6598207969,"{""Sunday"":[""1200-1400"",""1800-2200""],""Monday"":[""1200-1400"",""1800-2200""],""Tuesday"":[""1200-1400"",""1800-2200""],""Wednesday"":[""1200-1400"",""1800-2200""],""Thursday"":[""1200-1400"",""1800-2200""],""Friday"":[""1200-1400"",""1800-2200""],""Saturday"":[""1200-1400"",""1800-2200""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/1b/3d/94/c3/rocket-salad-cherry-tomatoes.jpg,Serangoon,"1.36494072936387,103.870164959681"
Serangoon Gardens Pow Sing Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11750347-Reviews-Serangoon_Gardens_Pow_Sing_Restaurant-Singapore.html,"Chinese,Seafood,Asian",11,$$,"59 Serangoon Garden Way Serangoon Garden Estate, Singapore 555955",6562827927,"{""Sunday"":[""1100-1500"",""1700-2200""],""Monday"":[""1100-1500"",""1700-2200""],""Tuesday"":[""1100-1500"",""1700-2200""],""Wednesday"":[""1100-1500"",""1700-2200""],""Thursday"":[""1100-1500"",""1700-2200""],""Friday"":[""1100-1500"",""1700-2200""],""Saturday"":[""1100-1500"",""1700-2200""]}",3,https://media-cdn.tripadvisor.com/media/photo-p/15/c0/6d/7d/photo0jpg.jpg,Serangoon,"1.36336146090375,103.865613995039"
Macpherson Barbecue Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7653470-Reviews-Macpherson_Barbecue_Seafood-Singapore.html,"Chinese,Seafood,Barbecue",28,$$,"34 South Bridge Road Leagoo Building, Singapore 058668",6565333758,"{""Sunday"":[""1100-2230""],""Monday"":[""1100-2230""],""Tuesday"":[""1100-2230""],""Wednesday"":[""1100-2230""],""Thursday"":[""1100-2230""],""Friday"":[""1100-2230""],""Saturday"":[""1100-2230""]}",4.5,https://media-cdn.tripadvisor.com/media/photo-s/12/e1/d3/7f/20180507-195345-largejpg.jpg,Macpherson,"1.28814275895443,103.848502141564"
Casuarina Curry Macpherson Road,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11965152-Reviews-Casuarina_Curry_Macpherson_Road-Singapore.html,Indian,9,$,"187 Macpherson Road Sennett Estate Beside UOB Bank, Singapore 348545",6562859001,"{""Sunday"":[""0800-0000""],""Monday"":[""1000-0000""],""Tuesday"":[""1000-0000""],""Wednesday"":[""1000-0000""],""Thursday"":[""1000-0000""],""Friday"":[""1000-0000""],""Saturday"":[""0800-0000""]}",4,https://media-cdn.tripadvisor.com/media/photo-s/11/b1/29/d8/masala-chicken.jpg,Macpherson,"1.33045918785775,103.875492445467"
